metodo,valor
trapezio_simples,0.6839397205857212
trapezio_composto,0.7463982478934403
simpson_13_simples,0.7471804289095104
simpson_13_composto,0.7468245263791943
simpson_38_simples,0.7469923196130519
simpson_38_composto,0.7468250166550731
gauss_2_pontos,0.7465946882828597
gauss_3_pontos,0.7468145841912559
gauss_4_pontos,0.7468244681309938
