metodo,valor
primeira_progressiva,0.4973637525353891
primeira_regressiva,0.5814407518041309
primeira_central,0.53940225216976
primeira_central_richardson,0.5403021933386563
segunda_central,-0.8407699926874178
segunda_central_richardson,-0.8414709263854199
