iter,x,f(x),f'(x),erro
1,1.1223175896680222,-0.015051469708183163,6.494449779381738,0.0020650034262651323
2,1.1222483798181249,0.00047830659599767955,6.910961325701236,6.167070600587552e-05
3,1.1222483074216723,4.994162772220534e-07,6.898352875950308,6.451019095490431e-08
