iter,x,f(x),f'(x),erro
1,1.1093846332252455,0.007416342264772169,12.05190557733715,0.0005546919943947502
2,1.1093783645751154,7.406676261823009e-05,11.815424546313123,5.650597064323695e-06
3,1.1093783629248168,1.9495022485216396e-08,11.813027884954861,1.4875885627692498e-09
