iter,a,b,c,f(c),erro
64,1.1091168333924135,1.3,1.1091421219463131,-0.002779616103563143,2.2800102348677292e-05
65,1.1091421219463131,1.3,1.1091649718541485,-0.0025116933001143593,2.0601000225613055e-05
66,1.1091649718541485,1.3,1.1091856170617655,-0.00226945031521808,1.86129420535669e-05
67,1.1091856170617655,1.3,1.1092042692964923,-0.0020504524599900265,1.6815869937622963e-05
68,1.1092042692964923,1.3,1.1092211201358901,-0.001852490958039965,1.519159623987084e-05
69,1.1092211201358901,1.3,1.1092363428915593,-0.0016735628958208792,1.3723635874963387e-05
70,1.1092363428915593,1.3,1.1092500943230919,-0.001511852780616607,1.2397052389691608e-05
71,1.1092500943230919,1.3,1.1092625161963134,-0.0013657156107882429,1.1198316935999709e-05
72,1.1092625161963134,1.3,1.109273736699002,-0.0012336613613292968,1.0115179254064107e-05
73,1.109273736699002,1.3,1.1092838717263418,-0.001114340788333834,9.136549803114413e-06
74,1.1092838717263418,1.3,1.10929302604746,-0.0010065324581169932,8.252392202331088e-06
75,1.10929302604746,1.3,1.1093012943635312,-0.0009091309097044586,7.453625190161882e-06
76,1.1093012943635312,1.3,1.109308762267105,-0.0008211358634504506,6.73203334163914e-06
77,1.109308762267105,1.3,1.1093155071115337,-0.0007416423928283677,6.0801858312740336e-06
78,1.1093155071115337,1.3,1.1093215987986462,-0.0006698319811562214,5.491362576115406e-06
79,1.1093215987986462,1.3,1.1093271004921224,-0.000604964389960827,4.959487128447549e-06
80,1.1093271004921224,1.3,1.109332069263393,-0.0005463702703423223,4.4790657444455294e-06
81,1.109332069263393,1.3,1.1093365566762958,-0.0004934444536353055,4.04513208891748e-06
82,1.1093365566762958,1.3,1.1093406093161675,-0.000445639862387992,3.6531970773034054e-06
83,1.1093406093161675,1.3,1.1093442692685545,-0.0004024619869404944,3.2992034017983168e-06
84,1.1093442692685545,1.3,1.1093475745522547,-0.00036346387744146114,2.9794843168323787e-06
85,1.1093475745522547,1.3,1.1093505595109832,-0.00032824160489752785,2.6907263018188364e-06
86,1.1093505595109832,1.3,1.1093532551675556,-0.0002964301489640775,2.4299352436635794e-06
87,1.1093532551675556,1.3,1.1093556895441365,-0.0002676996734365389,2.1944058194577524e-06
88,1.1093556895441365,1.3,1.1093578879517654,-0.00024175215395416672,1.981693782235925e-06
89,1.1093578879517654,1.3,1.1093598732520764,-0.00021831832542318352,1.789590879302364e-06
90,1.1093598732520764,1.3,1.1093616660938617,-0.00019715491940885954,1.6161021604124765e-06
91,1.1093616660938617,1.3,1.1093632851268729,-0.00017804216464512024,1.4594254496424695e-06
92,1.1093632851268729,1.3,1.1093647471950376,-0.0001607815258708456,1.3179327795082697e-06
93,1.1093647471950376,1.3,1.1093660675110584,-0.00014519365874576806,1.1901536015958006e-06
94,1.1093660675110584,1.3,1.1093672598141775,-0.0001311165604036546,1.0747596060513087e-06
95,1.1093672598141775,1.3,1.1093683365127216,-0.00011840389724326883,9.705509961504561e-07
