iter,a,b,c,f(c),erro
0,30.0,6.0,34.93123488770398,-0.4418704722174263,0.14116978410745526
1,34.93123488770398,6.0,50.608975660461944,-0.49019909166896053,0.30978182364212786
2,50.608975660461944,6.0,79.11592331438038,-0.13219151855137,0.36031871284167794
3,79.11592331438038,6.0,87.70659123333623,-1.2432797571973146,0.09794780298895751
4,87.70659123333623,6.0,7340.97360508605,-0.9585170369182534,0.9880524578956978
5,7340.97360508605,6.0,30873.26884633792,0.1739107861308148,0.7622223405748365
6,7340.97360508605,30873.26884633792,27259.334358354914,-1.2474173485711848,0.13257603580754146
7,27259.334358354914,30873.26884633792,30431.075258182318,-0.04892296035700706,0.10422704005421515
8,30431.075258182318,30873.26884633792,30528.15848603462,0.24913793977916715,0.003180120671108046
9,30431.075258182318,30528.15848603462,30447.010253028602,-0.3846352145153009,0.0026652282878232747
10,30447.010253028602,30528.15848603462,30496.25889632993,0.15717297612418873,0.0016149076996213446
11,30447.010253028602,30496.25889632993,30481.9723721107,-0.993611341003464,0.0004686876572430214
12,30481.9723721107,30496.25889632993,30494.30765707807,-0.6608866719819059,0.00040451106829786295
13,30494.30765707807,30496.25889632993,30495.884006698037,-0.33041526807528265,5.1690569770746705e-05
