iter,x,g(x),erro
0,1.058754601666085,1.0010421972493815,0.09333939414637944
1,1.0010421972493815,1.0372213728543165,0.05765231932807926
2,1.0372213728543165,1.015299796799984,0.03488086203369873
3,1.015299796799984,1.0288987708278514,0.02159123455301068
4,1.0288987708278514,1.0205744231653822,0.013217018440915955
5,1.0205744231653822,1.025714002940441,0.008156531727152945
6,1.025714002940441,1.0225569957273393,0.005010733752610463
7,1.0225569957273393,1.024502448104268,0.003087365522208555
8,1.024502448104268,1.0233059406621687,0.0018989240880083014
9,1.0233059406621687,1.0240427194521144,0.0011692568122148872
10,1.0240427194521144,1.0235893670786558,0.0007194805216133039
11,1.0235893670786558,1.023868450445245,0.0004429045357832775
12,1.023868450445245,1.023696695379825,0.0002725773672076369
13,1.023696695379825,1.0238024162190364,0.0001677792516037992
14,1.0238024162190364,1.0237373485511945,0.00010326293192575898
15,1.0237373485511945,1.023777398176284,6.355894696433876e-05
