iter,x,f(x),erro
1,1.0810568088140502,-0.004201406508024058,0.8500415368495355
2,1.0980257312099542,-0.0008135521119086164,0.015454029822420742
3,1.1021006119568453,7.1177748833528565e-06,0.003697376358094851
4,1.1020652699949922,-1.1751464384923693e-08,3.206884638804043e-05
5,1.1020653282484842,-1.686706330161769e-13,5.285847448148052e-08
