iter,x,f(x),f'(x),erro
1,4.2301619233507495,-0.4438131158833296,0.25651536419424303,0.40900607463751
2,5.046566299659854,-0.10628015672702396,0.1301807778242292,0.16177422980931236
3,5.300355232680022,-0.020784397670899457,0.08189639092437417,0.0478814950845935
4,5.3221707562830485,-0.0015290765152053964,0.07009121316681188,0.0040989897923272576
5,5.32232033131794,-1.0342272564356492e-05,0.06914437674643281,2.8103350715490553e-05
6,5.322320337834231,-4.5052284125546294e-10,0.0691379211992249,1.2243328271815697e-09
