iter,x,g(x),erro
0,0.5428061610165147,0.583884998331814,0.07886086063642216
1,0.583884998331814,0.6231083558571372,0.07035432907621085
2,0.6231083558571372,0.660378563953533,0.0629478920586264
3,0.660378563953533,0.6956289662056656,0.056437640666692344
4,0.6956289662056656,0.7288229917977218,0.0506741437815726
5,0.7288229917977218,0.7599520827133692,0.045544701478447455
6,0.7599520827133692,0.7890328063196461,0.04096191276231868
7,0.7890328063196461,0.8161034696245538,0.03685616538800284
8,0.8161034696245538,0.8412205126001199,0.03317062641255709
9,0.8412205126001199,0.8644549055851025,0.029857858432305744
10,0.8644549055851025,0.8858887193589335,0.02687750724169533
11,0.8858887193589335,0.9056119828659192,0.024194702230028887
12,0.9056119828659192,0.9237198969652951,0.021778933892381756
13,0.9237198969652951,0.9403104349334077,0.01960325219676012
14,0.9403104349334077,0.9554823320398385,0.01764368165209986
15,0.9554823320398385,0.9693334466003949,0.015878783518728797
16,0.9693334466003949,0.9819594621700806,0.01428931871600477
17,0.9819594621700806,0.9934528934898605,0.01285798045245455
18,0.9934528934898605,1.0039023560047822,0.011569175946939132
19,1.0039023560047822,1.013392058968206,0.010408843501978841
20,1.013392058968206,1.0220014843073044,0.009364295762378284
21,1.0220014843073044,1.0298052167512985,0.008424083008973123
22,1.0298052167512985,1.0368728946290147,0.0075778723170701855
23,1.0368728946290147,1.043269254815025,0.006816339702124125
24,1.043269254815025,1.04905424927182,0.006131073216707143
25,1.04905424927182,1.0542832143322718,0.0055144855099824065
26,1.0542832143322718,1.0590070772015234,0.004959734717737623
27,1.0590070772015234,1.0632725870928204,0.0044606527859423475
28,1.0632725870928204,1.0671225609453723,0.004011680488217609
29,1.0671225609453723,1.0705961358236775,0.003607808506214321
30,1.0705961358236775,1.0737290218989695,0.0032445240199123265
31,1.0737290218989695,1.0765537514026144,0.0029177623137644163
32,1.0765537514026144,1.0790999201580844,0.0026238629515383852
33,1.0790999201580844,1.0813944192811136,0.0023595301120001703
34,1.0813944192811136,1.0834616554227074,0.002121796711836629
35,1.0834616554227074,1.0853237585491131,0.0019079919729945156
36,1.0853237585491131,1.087000776735179,0.0017157121197595192
37,1.087000776735179,1.088510857817393,0.0015427939169490393
38,1.088510857817393,1.0898704180313317,0.0013872907848083986
39,1.0898704180313317,1.0910942979630445,0.0012474512487406528
40,1.0910942979630445,1.0921959062898696,0.001121699502964733
41,1.0921959062898696,1.0931873518856174,0.0010086178866639942
42,1.0931873518856174,1.0940795649280541,0.000906931089202317
43,1.0940795649280541,1.0948824076814079,0.0008154919176242609
44,1.0948824076814079,1.0956047756398661,0.0007332684749715625
45,1.0956047756398661,1.0962546897151035,0.0006593326120145598
46,1.0962546897151035,1.0968393801360519,0.000592849527883253
47,1.0968393801360519,1.0973653627058066,0.0005330684068580812
48,1.0973653627058066,1.0978385080314101,0.00047931398933336874
49,1.0978385080314101,1.0982641043093613,0.0004309789847433186
50,1.0982641043093613,1.0986469142146689,0.0003875172431486951
51,1.0986469142146689,1.0989912264053137,0.00034843761025918823
52,1.0989912264053137,1.09930090211804,0.00031329839799631564
53,1.09930090211804,1.0995794172961226,0.000281702409349137
54,1.0995794172961226,1.0998299006556398,0.00025329246228299787
55,1.0998299006556398,1.1000551680641584,0.00022774736290388323
56,1.1000551680641584,1.100257753574819,0.00020477828299738786
57,1.100257753574819,1.1004399374297198,0.00018412550150402707
58,1.1004399374297198,1.1006037713193009,0.00016555547350115962
59,1.1006037713193009,1.1007511011591304,0.00014885819388451562
60,1.1007511011591304,1.1008835876220557,0.00013384482620496584
61,1.1008835876220557,1.1010027246420513,0.00012034557006292689
62,1.1010027246420513,1.1011098560862018,0.00010820774311370116
63,1.1011098560862018,1.1012061907729922,9.72940561365253e-05
64,1.1012061907729922,1.1012928159983708,8.748106176442386e-05
65,1.1012928159983708,1.10137070971578,7.865775942620846e-05
66,1.10137070971578,1.1014407515024314,7.072434078930195e-05
67,1.1014407515024314,1.1015037324314214,6.359106157614343e-05
68,1.1015037324314214,1.1015603639577696,5.717722703582663e-05
69,1.1015603639577696,1.1016112859159863,5.141027963705129e-05
70,1.1016112859159863,1.1016570737172935,4.62249786905767e-05
71,1.1016570737172935,1.1016982448260142,4.1562662646598806e-05
72,1.1016982448260142,1.1017352645868594,3.7370585742566534e-05
73,1.1017352645868594,1.1017685514677944,3.360132151087061e-05
74,1.1017685514677944,1.1017984817767887,3.0212226415985476e-05
75,1.1017984817767887,1.1018253939050036,2.7164957557461023e-05
76,1.1018253939050036,1.1018495921437592,2.4425038997728882e-05
77,1.1018495921437592,1.1018713501179385,2.196147180903074e-05
78,1.1018713501179385,1.1018909138742379,1.974638343842913e-05
79,1.1018909138742379,1.101908504658861,1.775471242486811e-05
80,1.101908504658861,1.1019243214157972,1.5963924907360538e-05
81,1.1019243214157972,1.1019385430337256,1.4353759717237402e-05
82,1.1019385430337256,1.1019513303667818,1.2905999176014235e-05
83,1.1019513303667818,1.1019628280519014,1.1604263004929261e-05
84,1.1019628280519014,1.1019731661431824,1.0433823017306082e-05
85,1.1019731661431824,1.101982461581661,9.381436498330897e-06
