iter,x,f(x),f'(x),erro
1,1.0259376824171544,0.07462193297988556,-1.1305224017932325,0.0643378198807931
2,1.023764110040316,-0.0026226314841868437,-1.206599564906874,0.0021231183585374517
3,1.0237621399188404,-2.3728584608861958e-06,-1.2044224126261938,1.9243937619067914e-06
