iter,x,erro
1,"[1.3, 0.52, 0.74]",1.0
2,"[1.7079999999999997, 0.8311999999999999, 0.8994]",0.23887587822014036
3,"[1.8954799999999998, 0.9380719999999999, 0.963614]",0.09890898347648094
4,"[1.9617587999999997, 0.9774263199999998, 0.9867083399999999]",0.033785397063084345
5,"[1.9860548279999999, 0.9917635992, 0.9951518654000001]",0.012233311818720945
6,"[1.99491217268, 0.996995242152, 0.9982312450740001]",0.004439967233294837
