ano,x,taxa,ajustado,residuo
1980.0,0.0,1.688,1.6985013027699378,-0.010501302769937881
1985.0,5.0,1.577,1.542971409960428,0.03402859003957204
1990.0,10.0,1.397,1.444944796231714,-0.04794479623171388
1993.0,13.0,1.439,1.4137304019532675,0.025269598046732566
1994.0,14.0,1.418,1.4079258661869156,0.010074133813084307
1996.0,16.0,1.385,1.4032171881439077,-0.018217188143907714
1998.0,18.0,1.415,1.407709034753827,0.007290965246173009
